trip_id,date_time,city_zone,vehicle_type,trip_distance_km,trip_duration_minutes,average_speed_kmph,weather_condition,traffic_level,helmet_used,accident_reported,safety_risk_level
1327,25-02-2024 06:00,University Zone,E-Scooter,4.83,35.8,13.6,Hot,Low,No,No,Medium
1328,25-02-2024 07:00,IT Hub,E-Scooter,5.18,8.8,12.7,Foggy,High,No,No,Low
1329,25-02-2024 08:00,University Zone,Bicycle,2.82,7.4,24.9,Rainy,Medium,Yes,No,Low
1330,25-02-2024 09:00,University Zone,E-Bike,6.69,33.3,18.2,Foggy,Medium,No,No,Low
1331,25-02-2024 10:00,Residential,E-Bike,4.91,32.3,23.2,Foggy,Low,Yes,No,Low
1332,25-02-2024 11:00,Residential,E-Scooter,7.9,8,17.3,Clear,Medium,No,No,High
1333,25-02-2024 12:00,Residential,Bicycle,9.02,53.5,27.7,Foggy,Low,Yes,Yes,Low
1334,25-02-2024 13:00,University Zone,Bicycle,6.07,57.2,27.3,Foggy,Medium,Yes,No,High
1335,25-02-2024 14:00,IT Hub,Bicycle,9.92,18.1,21.4,Foggy,Medium,Yes,No,Medium
1336,25-02-2024 15:00,Residential,E-Bike,1.49,46.8,18.3,Rainy,Medium,Yes,No,Low
1337,25-02-2024 16:00,University Zone,E-Bike,6.05,11,19.6,Clear,High,No,No,Low
1338,25-02-2024 17:00,Residential,Bicycle,1.9,54.1,21.4,Rainy,Medium,No,Yes,Low
1339,25-02-2024 18:00,IT Hub,Bicycle,1.9,13.2,16.9,Clear,Low,Yes,No,Low
1340,25-02-2024 19:00,University Zone,Bicycle,5.35,13.4,9.7,Clear,High,No,No,Low
1341,25-02-2024 20:00,Residential,E-Bike,7.35,50.2,17,Rainy,Low,Yes,No,Medium
1342,25-02-2024 21:00,IT Hub,E-Bike,3.06,56.8,23.8,Rainy,Low,No,No,Medium
1343,25-02-2024 22:00,Residential,Bicycle,6.36,55.1,19.6,Foggy,Medium,No,No,Low
1344,25-02-2024 23:00,Commercial,E-Bike,7.71,50.8,21.9,Foggy,Low,Yes,No,Medium
1345,26-02-2024 00:00,University Zone,Bicycle,3.53,18.5,16.6,Clear,High,Yes,No,Low
1346,26-02-2024 01:00,Tourist Area,E-Bike,2.02,30.2,21.4,Clear,High,Yes,No,High
1347,26-02-2024 02:00,University Zone,Bicycle,8.12,21.7,23.1,Foggy,Low,Yes,No,High
1348,26-02-2024 03:00,Commercial,E-Bike,2.38,51.5,10.9,Rainy,High,Yes,No,Medium
1349,26-02-2024 04:00,Tourist Area,E-Bike,0.85,36.9,16.3,Foggy,High,No,No,Low
1350,26-02-2024 05:00,Tourist Area,E-Scooter,1.94,42.7,15,Hot,High,No,No,High
1351,26-02-2024 06:00,Residential,Bicycle,7.49,8.3,23.7,Foggy,Low,Yes,No,High
1352,26-02-2024 07:00,Tourist Area,Bicycle,1.92,54.1,11,Rainy,Low,No,No,Medium
1353,26-02-2024 08:00,University Zone,E-Scooter,6.83,25.2,20.4,Clear,High,Yes,No,Low
1354,26-02-2024 09:00,IT Hub,E-Bike,8.47,40.8,15,Rainy,Low,Yes,No,Low
1355,26-02-2024 10:00,Commercial,E-Scooter,4.72,26.2,18,Rainy,Medium,Yes,No,Medium
1356,26-02-2024 11:00,Residential,E-Scooter,1.19,37.3,22.7,Clear,Medium,Yes,No,High
1357,26-02-2024 12:00,IT Hub,Bicycle,6.29,13.4,28,Rainy,High,No,No,High
1358,26-02-2024 13:00,Tourist Area,E-Scooter,5.42,31.6,13.9,Foggy,High,No,No,Low
1359,26-02-2024 14:00,Residential,E-Bike,6.61,10.3,22.2,Clear,High,No,No,High
1360,26-02-2024 15:00,Residential,Bicycle,9.75,39.2,12.2,Rainy,High,No,No,High
1361,26-02-2024 16:00,Commercial,E-Scooter,10,26.7,24.1,Foggy,High,Yes,No,Low
1362,26-02-2024 17:00,Commercial,E-Bike,8.37,26.5,19.3,Rainy,Low,Yes,No,Low
1363,26-02-2024 18:00,Residential,E-Scooter,6.06,36.1,27.7,Rainy,Medium,Yes,Yes,Low
1364,26-02-2024 19:00,Residential,E-Bike,5.76,51.2,17.9,Rainy,Low,Yes,No,Low
1365,26-02-2024 20:00,Tourist Area,E-Scooter,4.67,9.7,10.2,Rainy,Medium,Yes,No,Low
1366,26-02-2024 21:00,Tourist Area,Bicycle,5.73,16,26.6,Hot,Medium,Yes,No,Low
1367,26-02-2024 22:00,University Zone,Bicycle,8.13,10,27.3,Clear,High,Yes,No,High
1368,26-02-2024 23:00,Residential,E-Bike,8.86,29.4,10.1,Clear,Low,No,No,Low
1369,27-02-2024 00:00,Tourist Area,Bicycle,2.48,44.5,27.8,Foggy,Medium,No,No,Low
1370,27-02-2024 01:00,Commercial,E-Bike,4.41,49.4,28.4,Foggy,High,No,Yes,High
1371,27-02-2024 02:00,University Zone,E-Scooter,8.19,27.5,18.2,Foggy,Medium,No,Yes,Medium
1372,27-02-2024 03:00,IT Hub,Bicycle,4.58,30,15.8,Hot,High,Yes,No,Low
1373,27-02-2024 04:00,University Zone,E-Bike,1.23,9.3,13,Hot,Medium,No,No,Low
1374,27-02-2024 05:00,Commercial,Bicycle,6.54,48.2,14.2,Clear,Low,Yes,No,High
1375,27-02-2024 06:00,Residential,E-Scooter,7.06,55,24.1,Foggy,Low,No,No,Medium
1376,27-02-2024 07:00,IT Hub,E-Bike,2.89,55.8,28.2,Hot,Medium,Yes,No,Medium
1377,27-02-2024 08:00,University Zone,Bicycle,8.36,53.2,9.4,Foggy,High,Yes,No,Low
1378,27-02-2024 09:00,Tourist Area,E-Scooter,4.29,10.2,26.2,Clear,Low,Yes,No,Medium
1379,27-02-2024 10:00,Residential,Bicycle,0.53,5.5,10.5,Hot,Low,Yes,Yes,High
1380,27-02-2024 11:00,Residential,E-Scooter,3.42,15.3,18.9,Rainy,Medium,Yes,Yes,Low
1381,27-02-2024 12:00,University Zone,Bicycle,1.92,48.4,12.9,Clear,Medium,No,No,Medium
1382,27-02-2024 13:00,IT Hub,Bicycle,5.12,24.1,17.3,Hot,Low,No,No,Medium
1383,27-02-2024 14:00,IT Hub,E-Bike,8.07,38.1,14.4,Foggy,Medium,No,No,High
1384,27-02-2024 15:00,Tourist Area,E-Scooter,7.61,47.3,21.1,Hot,High,Yes,No,Low
1385,27-02-2024 16:00,Commercial,E-Bike,2.63,58.2,8.9,Rainy,High,No,No,Medium
1386,27-02-2024 17:00,Commercial,Bicycle,1.75,50.8,29,Hot,Low,Yes,No,Low
1387,27-02-2024 18:00,Tourist Area,E-Scooter,1.25,59,26.2,Rainy,High,Yes,Yes,Low
1388,27-02-2024 19:00,IT Hub,Bicycle,8.99,21.4,18.7,Rainy,Medium,Yes,No,Low
1389,27-02-2024 20:00,Tourist Area,E-Bike,6.99,51,14.3,Foggy,Low,No,No,Medium
1390,27-02-2024 21:00,University Zone,E-Scooter,6.49,41,12.2,Rainy,High,No,No,Medium
1391,27-02-2024 22:00,Residential,E-Bike,8.95,56.3,27.2,Clear,High,No,No,Medium
1392,27-02-2024 23:00,University Zone,Bicycle,9.42,56.4,25.3,Hot,Medium,Yes,No,Low
1393,28-02-2024 00:00,University Zone,E-Bike,2.24,37.9,20.6,Hot,High,No,Yes,Low
1394,28-02-2024 01:00,IT Hub,Bicycle,5.95,54.1,21.6,Rainy,Low,No,No,Low
1395,28-02-2024 02:00,Residential,E-Scooter,2.76,36.8,29.7,Clear,High,Yes,No,Medium
1396,28-02-2024 03:00,Commercial,E-Scooter,1.04,49.2,17.2,Hot,High,Yes,No,Medium
1397,28-02-2024 04:00,IT Hub,E-Scooter,4.6,55.6,14.5,Hot,Low,Yes,No,Low
1398,28-02-2024 05:00,IT Hub,E-Bike,8.81,57.7,29.7,Rainy,High,No,No,Medium
1399,28-02-2024 06:00,University Zone,E-Bike,1.06,45.9,21.9,Hot,Low,Yes,No,Medium
1400,28-02-2024 07:00,Residential,E-Bike,6.21,26.9,29.5,Clear,High,Yes,No,High
1401,28-02-2024 08:00,University Zone,E-Scooter,4.81,28.7,9.2,Hot,Low,Yes,No,Medium
1402,28-02-2024 09:00,University Zone,Bicycle,0.67,30.3,22.1,Foggy,High,No,Yes,Medium
1403,28-02-2024 10:00,Residential,E-Scooter,1.36,18.1,22.1,Rainy,High,No,No,High
1404,28-02-2024 11:00,IT Hub,Bicycle,4,52.8,16.5,Hot,Medium,No,Yes,Medium
1405,28-02-2024 12:00,Commercial,E-Bike,4.27,7.6,15.8,Rainy,High,Yes,No,Medium
1406,28-02-2024 13:00,IT Hub,E-Scooter,2.56,40.2,23.3,Clear,Low,No,No,Low
1407,28-02-2024 14:00,IT Hub,E-Scooter,4.54,8.7,14.1,Rainy,Medium,Yes,No,Low
1408,28-02-2024 15:00,IT Hub,E-Scooter,4.84,38.9,23.1,Clear,High,Yes,No,Medium
1409,28-02-2024 16:00,Residential,E-Scooter,6.09,17.8,9.7,Hot,Low,No,No,Low
1410,28-02-2024 17:00,IT Hub,E-Scooter,4.55,9.7,20.4,Hot,Medium,No,No,Low
1411,28-02-2024 18:00,Residential,E-Scooter,4.53,59.9,18.7,Rainy,High,Yes,No,Low
1412,28-02-2024 19:00,Residential,E-Bike,5.08,25.2,30,Hot,Low,Yes,Yes,High
1413,28-02-2024 20:00,Commercial,E-Bike,3.61,26.4,27.4,Clear,Low,Yes,No,Low
1414,28-02-2024 21:00,University Zone,E-Bike,4.67,7.7,22,Hot,High,Yes,No,High
1415,28-02-2024 22:00,Residential,E-Scooter,0.77,17,12.7,Hot,Low,Yes,No,Medium
1416,28-02-2024 23:00,Commercial,E-Bike,2.96,34.2,18,Foggy,Medium,No,No,Low
1417,29-02-2024 00:00,University Zone,Bicycle,6.7,8.3,21.4,Hot,Medium,No,No,Medium
1418,29-02-2024 01:00,Residential,E-Bike,7.5,51.2,17,Rainy,Medium,Yes,No,Low
1419,29-02-2024 02:00,Tourist Area,Bicycle,3.2,44.8,20.8,Foggy,High,Yes,No,Low
1420,29-02-2024 03:00,University Zone,Bicycle,3.91,29.4,17.1,Hot,High,Yes,No,Low
1421,29-02-2024 04:00,University Zone,E-Bike,1.32,17.1,24.7,Hot,Medium,No,No,Low
1422,29-02-2024 05:00,IT Hub,E-Bike,1.06,38.9,11.9,Hot,Medium,Yes,No,Medium
1423,29-02-2024 06:00,University Zone,Bicycle,6.66,58.4,16,Clear,Low,Yes,No,Low
1424,29-02-2024 07:00,Tourist Area,Bicycle,8.63,34,17.8,Rainy,Low,Yes,No,Low
1425,29-02-2024 08:00,Commercial,Bicycle,5.13,13.8,14.6,Clear,Medium,Yes,No,High
1426,29-02-2024 09:00,IT Hub,Bicycle,4.31,59.8,25.7,Foggy,Medium,No,No,Low
1427,29-02-2024 10:00,Commercial,E-Scooter,7.66,29.6,28.4,Clear,Low,No,No,Low
1428,29-02-2024 11:00,Residential,E-Scooter,3.27,43.5,29.5,Hot,High,Yes,No,Low
1429,29-02-2024 12:00,University Zone,E-Scooter,5.01,18.2,26.3,Hot,Medium,Yes,No,Low
1430,29-02-2024 13:00,Commercial,Bicycle,8.57,15.5,28.2,Foggy,High,No,No,Low
1431,29-02-2024 14:00,IT Hub,Bicycle,4.83,51.8,26.3,Rainy,Medium,Yes,No,Low
1432,29-02-2024 15:00,Commercial,E-Scooter,9.15,32.9,25,Hot,Medium,Yes,No,Medium
1433,29-02-2024 16:00,Commercial,E-Bike,9,16.1,29.9,Rainy,Medium,Yes,No,Low
1434,29-02-2024 17:00,Commercial,E-Bike,0.61,18.4,21,Hot,Medium,Yes,No,High
1435,29-02-2024 18:00,Residential,E-Bike,6.5,27.6,19.4,Foggy,High,No,No,High
1436,29-02-2024 19:00,IT Hub,E-Scooter,4.26,30.3,27.6,Clear,Low,No,No,Medium
1437,29-02-2024 20:00,Residential,Bicycle,7.58,43.4,10.8,Clear,High,Yes,No,Medium
1438,29-02-2024 21:00,IT Hub,E-Bike,5.76,55.2,20,Clear,Medium,Yes,Yes,High
1439,29-02-2024 22:00,University Zone,Bicycle,5.68,23.4,9.7,Hot,High,Yes,No,Medium
1440,29-02-2024 23:00,Tourist Area,E-Bike,1.78,49.5,24.9,Hot,Medium,No,No,High
1441,01-03-2024 00:00,Residential,E-Scooter,3.42,33.5,29,Hot,Medium,Yes,No,Medium
1442,01-03-2024 01:00,Residential,Bicycle,4.14,16,21.4,Clear,High,Yes,No,High
1443,01-03-2024 02:00,Tourist Area,E-Bike,5.29,18.1,12.5,Rainy,High,No,No,Medium
1444,01-03-2024 03:00,Tourist Area,E-Bike,6.77,30.7,27,Clear,Medium,No,Yes,Low
1445,01-03-2024 04:00,IT Hub,Bicycle,4.94,13.1,9,Foggy,Medium,No,No,Low
1446,01-03-2024 05:00,IT Hub,Bicycle,6.57,22.4,27.2,Clear,High,Yes,No,Low
1447,01-03-2024 06:00,Commercial,Bicycle,7.74,40.6,23.5,Foggy,High,Yes,No,High
1448,01-03-2024 07:00,Commercial,Bicycle,6.94,6.2,23.7,Clear,Low,No,No,Medium
1449,01-03-2024 08:00,University Zone,E-Bike,0.87,13.5,10.8,Foggy,Low,Yes,No,Medium
1450,01-03-2024 09:00,Tourist Area,E-Scooter,9.74,54.7,26.9,Hot,Low,No,No,Low
1451,01-03-2024 10:00,Tourist Area,Bicycle,0.97,29.2,9,Foggy,Medium,No,Yes,Low
1452,01-03-2024 11:00,University Zone,E-Scooter,2.88,33.5,26.6,Foggy,High,No,No,Medium
1453,01-03-2024 12:00,IT Hub,E-Scooter,8.89,17.7,23.7,Clear,Medium,Yes,No,High
1454,01-03-2024 13:00,Commercial,E-Bike,6.98,57.5,28,Foggy,Low,Yes,No,High
1455,01-03-2024 14:00,Commercial,E-Bike,2.06,40,11.2,Hot,Low,Yes,No,Medium
1456,01-03-2024 15:00,IT Hub,Bicycle,9.29,34.4,15,Rainy,Low,Yes,No,Low
1457,01-03-2024 16:00,Tourist Area,E-Scooter,7.35,14.3,29.2,Rainy,High,Yes,No,Low
1458,01-03-2024 17:00,Commercial,Bicycle,6.44,59.9,8.5,Hot,Low,Yes,No,Low
1459,01-03-2024 18:00,Tourist Area,E-Bike,5.9,31.1,12.7,Rainy,Low,No,No,High
1460,01-03-2024 19:00,University Zone,E-Scooter,8.64,48.2,24.4,Foggy,High,Yes,No,Medium
1461,01-03-2024 20:00,Commercial,E-Scooter,8.01,22.7,8.8,Rainy,Low,Yes,No,Low
1462,01-03-2024 21:00,University Zone,E-Bike,6.89,8.2,27.1,Hot,Medium,Yes,No,Low
1463,01-03-2024 22:00,Tourist Area,E-Bike,4.88,15.1,25.4,Clear,Low,No,No,Low
1464,01-03-2024 23:00,Tourist Area,E-Bike,4.64,20,23.4,Foggy,High,Yes,No,Low
1465,02-03-2024 00:00,University Zone,E-Bike,3.61,13.6,10.5,Foggy,High,Yes,No,Low
1466,02-03-2024 01:00,Tourist Area,E-Bike,7.34,50.6,8.6,Foggy,High,No,No,Low
1467,02-03-2024 02:00,Residential,E-Bike,7.6,8.8,29.3,Hot,Low,No,Yes,Medium
1468,02-03-2024 03:00,Commercial,E-Scooter,8.74,6.2,23.8,Foggy,Low,No,No,Low
1469,02-03-2024 04:00,Tourist Area,E-Scooter,1.5,35.1,22.4,Foggy,High,No,No,High
1470,02-03-2024 05:00,IT Hub,E-Scooter,1.72,38.2,19.8,Hot,High,Yes,No,Medium
1471,02-03-2024 06:00,IT Hub,Bicycle,1.8,55.4,19.1,Hot,Medium,Yes,No,Low
1472,02-03-2024 07:00,University Zone,Bicycle,0.89,24.5,9.5,Foggy,Low,Yes,No,Low
1473,02-03-2024 08:00,IT Hub,E-Scooter,2.92,16.9,21.4,Foggy,Low,No,No,Low
1474,02-03-2024 09:00,Tourist Area,E-Bike,1.5,20.4,24.1,Hot,Medium,Yes,No,Low
1475,02-03-2024 10:00,Tourist Area,E-Scooter,3.99,42.4,27.6,Hot,Medium,Yes,No,Medium
1476,02-03-2024 11:00,University Zone,Bicycle,5.87,11.3,18.3,Foggy,Medium,Yes,No,High
1477,02-03-2024 12:00,Commercial,Bicycle,2.3,56.4,18.6,Foggy,Medium,No,No,High
1478,02-03-2024 13:00,Commercial,Bicycle,3.48,21.4,25.9,Hot,Low,Yes,Yes,Low
1479,02-03-2024 14:00,Commercial,Bicycle,4.48,48.4,26.4,Rainy,Low,No,No,Medium
1480,02-03-2024 15:00,Tourist Area,E-Bike,6.5,21.3,8.6,Clear,Medium,Yes,No,Low
1481,02-03-2024 16:00,IT Hub,E-Scooter,6.34,20.6,17.9,Rainy,High,No,Yes,Low
1482,02-03-2024 17:00,University Zone,E-Bike,9.56,59.8,28,Clear,Medium,No,No,Medium
1483,02-03-2024 18:00,Residential,Bicycle,9.84,39.7,8.3,Foggy,Low,No,No,Low
1484,02-03-2024 19:00,Tourist Area,Bicycle,8.07,7.9,29.9,Clear,Low,No,No,Low
1485,02-03-2024 20:00,Tourist Area,E-Scooter,3.89,32.8,14.8,Rainy,Medium,Yes,No,High
1486,02-03-2024 21:00,University Zone,E-Bike,9.49,38.6,9.3,Foggy,High,Yes,No,Low
1487,02-03-2024 22:00,IT Hub,E-Scooter,3.12,9,21.2,Clear,High,Yes,No,High
1488,02-03-2024 23:00,Residential,Bicycle,1.53,43.4,22.9,Foggy,High,No,No,Low
1489,03-03-2024 00:00,IT Hub,E-Scooter,1.46,9.4,25.5,Hot,High,No,No,Medium
1490,03-03-2024 01:00,Residential,Bicycle,0.57,24.3,22.9,Hot,High,Yes,No,High
1491,03-03-2024 02:00,IT Hub,E-Scooter,3.05,30.4,25.6,Clear,Low,Yes,Yes,Low
1492,03-03-2024 03:00,Commercial,E-Scooter,1.61,59.2,27.9,Clear,Medium,Yes,No,Medium
1493,03-03-2024 04:00,Commercial,E-Scooter,1.67,35,20.7,Hot,Medium,No,No,High
1494,03-03-2024 05:00,Residential,Bicycle,9.34,29.2,18.5,Foggy,High,Yes,No,Medium
1495,03-03-2024 06:00,Tourist Area,E-Scooter,2.84,49.7,11.3,Clear,Medium,No,No,Low
1496,03-03-2024 07:00,Commercial,E-Scooter,0.94,24.7,19.6,Foggy,High,Yes,No,Low
1497,03-03-2024 08:00,University Zone,E-Bike,6.48,24.5,29.3,Clear,Medium,Yes,No,Medium
1498,03-03-2024 09:00,University Zone,Bicycle,5.6,7.3,12.1,Foggy,Low,Yes,No,Low
1499,03-03-2024 10:00,IT Hub,E-Bike,1.8,16.4,9.1,Clear,High,No,No,High
1500,03-03-2024 11:00,Commercial,E-Scooter,5.53,45.6,20.2,Clear,High,Yes,Yes,Low
1501,03-03-2024 12:00,Tourist Area,Bicycle,4.72,24.8,29.2,Foggy,High,Yes,No,High
1502,03-03-2024 13:00,IT Hub,E-Scooter,4.8,17.1,10.9,Foggy,Medium,Yes,No,Medium
1503,03-03-2024 14:00,University Zone,E-Scooter,1.49,37.3,27.1,Rainy,High,Yes,No,Low
1504,03-03-2024 15:00,IT Hub,Bicycle,8.7,10.8,22.8,Rainy,High,No,No,Medium
1505,03-03-2024 16:00,Residential,E-Scooter,7.24,46.4,25.8,Foggy,High,Yes,No,Low
1506,03-03-2024 17:00,IT Hub,E-Scooter,8.64,44.7,27.1,Rainy,Low,Yes,No,Medium
1507,03-03-2024 18:00,IT Hub,Bicycle,5.45,30.6,8.2,Foggy,Medium,Yes,No,Low
1508,03-03-2024 19:00,Tourist Area,E-Bike,9.46,18.1,21.5,Foggy,Low,No,Yes,Low
1509,03-03-2024 20:00,Commercial,E-Bike,4.28,13.5,24.2,Rainy,Medium,No,No,Medium
1510,03-03-2024 21:00,University Zone,Bicycle,7.18,58.2,24.6,Clear,High,Yes,Yes,Low
1511,03-03-2024 22:00,IT Hub,E-Scooter,9.98,15.1,13.8,Clear,Low,Yes,No,Low
1512,03-03-2024 23:00,Commercial,E-Bike,5.58,32.1,12.3,Foggy,Low,Yes,No,Medium
1513,04-03-2024 00:00,University Zone,Bicycle,0.74,28.2,8.7,Rainy,High,No,No,Medium
1514,04-03-2024 01:00,Tourist Area,Bicycle,1.14,12.9,18.2,Rainy,Low,Yes,No,Medium
1515,04-03-2024 02:00,IT Hub,E-Bike,0.56,47.5,21.6,Clear,Low,Yes,No,Low
1516,04-03-2024 03:00,Commercial,Bicycle,5.8,16.3,8.3,Clear,Low,No,No,Low
1517,04-03-2024 04:00,IT Hub,E-Scooter,8.65,51.2,29.8,Clear,High,Yes,No,Low
1518,04-03-2024 05:00,Residential,E-Bike,8.89,27.7,14.9,Foggy,Low,Yes,Yes,Medium
1519,04-03-2024 06:00,Commercial,Bicycle,3.56,44.6,26.9,Clear,Medium,Yes,No,Low
1520,04-03-2024 07:00,IT Hub,Bicycle,4.89,55.9,16.6,Hot,Low,No,No,Low
1521,04-03-2024 08:00,Residential,Bicycle,5.54,46.2,22.4,Rainy,Low,No,No,Low
1522,04-03-2024 09:00,IT Hub,E-Bike,2.4,59.8,26.5,Foggy,High,No,No,High
1523,04-03-2024 10:00,IT Hub,Bicycle,6.14,28.2,11.9,Foggy,High,Yes,No,Low
1524,04-03-2024 11:00,IT Hub,E-Scooter,2.85,48.3,25.9,Foggy,High,Yes,No,Low
1525,04-03-2024 12:00,University Zone,E-Bike,1.81,44.6,21.2,Clear,Low,No,Yes,Low
1526,04-03-2024 13:00,IT Hub,E-Bike,4.27,13,29.3,Clear,Low,Yes,No,Medium
1527,04-03-2024 14:00,University Zone,E-Scooter,6.41,9.3,20.2,Rainy,High,Yes,No,Low
1528,04-03-2024 15:00,IT Hub,E-Scooter,6.95,5.2,20,Foggy,Medium,Yes,No,High
1529,04-03-2024 16:00,University Zone,E-Bike,4.16,20.3,17.2,Rainy,Medium,Yes,No,Low
1530,04-03-2024 17:00,IT Hub,E-Scooter,5.44,12.2,18.3,Hot,Low,Yes,Yes,Low
1531,04-03-2024 18:00,Residential,Bicycle,5.03,49.2,15.4,Clear,Low,Yes,Yes,Low
1532,04-03-2024 19:00,Tourist Area,E-Bike,5.59,50.7,24.5,Hot,High,Yes,No,High
1533,04-03-2024 20:00,Tourist Area,E-Scooter,1.71,32.2,10.1,Clear,Low,Yes,No,High
1534,04-03-2024 21:00,Commercial,E-Bike,7.17,49.6,12.6,Hot,Medium,No,No,Medium
1535,04-03-2024 22:00,IT Hub,E-Bike,7.18,36.1,9.5,Hot,Medium,No,Yes,Low
1536,04-03-2024 23:00,Commercial,E-Scooter,4.82,59.4,17.2,Clear,Low,Yes,No,Low
1537,05-03-2024 00:00,Residential,E-Bike,5.88,17,23.5,Foggy,Medium,No,No,Medium
1538,05-03-2024 01:00,University Zone,E-Scooter,5.66,38.3,29.6,Foggy,High,No,No,Low
1539,05-03-2024 02:00,IT Hub,Bicycle,4.9,37.1,21.1,Clear,Low,No,No,High
1540,05-03-2024 03:00,Residential,E-Bike,2.66,6.6,11.1,Hot,Low,Yes,No,Low
1541,05-03-2024 04:00,Commercial,E-Scooter,1.66,52.6,27,Clear,High,No,No,Low
1542,05-03-2024 05:00,IT Hub,E-Bike,4.49,46.8,26.3,Clear,Medium,No,Yes,High
1543,05-03-2024 06:00,Tourist Area,Bicycle,8.67,59.8,24.3,Hot,Low,Yes,No,Medium
1544,05-03-2024 07:00,Residential,E-Bike,3.41,53.8,18.6,Foggy,High,Yes,No,Low
1545,05-03-2024 08:00,IT Hub,E-Bike,6.61,31.2,15.2,Clear,Medium,Yes,No,High
1546,05-03-2024 09:00,Residential,E-Scooter,3.34,42.4,27.5,Foggy,High,Yes,No,Low
1547,05-03-2024 10:00,IT Hub,Bicycle,3,30.6,12.5,Clear,Medium,Yes,No,Low
1548,05-03-2024 11:00,Commercial,Bicycle,3.14,31.4,16.4,Foggy,Low,Yes,No,Low
1549,05-03-2024 12:00,IT Hub,E-Bike,5.29,23.4,11.4,Hot,High,No,No,Medium
1550,05-03-2024 13:00,Tourist Area,E-Scooter,1.74,34.7,9.6,Hot,High,Yes,No,Medium
1551,05-03-2024 14:00,Residential,E-Scooter,3.17,59.1,20.9,Foggy,High,Yes,No,Low
1552,05-03-2024 15:00,Commercial,E-Bike,6.25,37.5,17.6,Foggy,Low,Yes,No,Medium
1553,05-03-2024 16:00,Residential,E-Scooter,1.92,30.5,24.2,Rainy,Low,No,No,Low
1554,05-03-2024 17:00,Residential,E-Bike,4.27,6.6,18.9,Hot,Low,Yes,No,Medium
1555,05-03-2024 18:00,Commercial,Bicycle,1.17,38.3,22.4,Foggy,Low,No,No,Low
1556,05-03-2024 19:00,University Zone,E-Bike,2.01,35,21.6,Clear,High,Yes,No,Low
1557,05-03-2024 20:00,IT Hub,E-Bike,9.47,29.9,24.6,Clear,Medium,Yes,No,Low
1558,05-03-2024 21:00,IT Hub,E-Scooter,5.43,13.1,11.6,Clear,Low,No,No,Medium
1559,05-03-2024 22:00,Tourist Area,E-Bike,1.39,31.4,21.1,Foggy,High,Yes,No,Medium
1560,05-03-2024 23:00,IT Hub,Bicycle,2.76,11.4,13.2,Hot,Low,No,No,Low
1561,06-03-2024 00:00,Tourist Area,E-Scooter,8.27,59.1,8.6,Foggy,Low,No,No,Medium
1562,06-03-2024 01:00,University Zone,Bicycle,0.63,58.2,22.3,Rainy,Low,Yes,No,Medium
1563,06-03-2024 02:00,IT Hub,Bicycle,7.37,28.3,8.8,Hot,High,Yes,No,High
1564,06-03-2024 03:00,IT Hub,Bicycle,2.95,58.6,19.7,Foggy,Low,No,No,Low
1565,06-03-2024 04:00,Commercial,E-Scooter,3.97,25.4,23.9,Rainy,Low,No,No,High
1566,06-03-2024 05:00,Tourist Area,Bicycle,5.08,46.7,29.7,Foggy,High,Yes,No,Low
1567,06-03-2024 06:00,Tourist Area,Bicycle,7.38,14.4,27,Foggy,Low,Yes,No,Low
1568,06-03-2024 07:00,Commercial,E-Bike,9.46,31.2,21.8,Foggy,Medium,Yes,No,Low
1569,06-03-2024 08:00,IT Hub,E-Bike,8.99,44.9,22.6,Rainy,Medium,Yes,No,Low
1570,06-03-2024 09:00,Residential,E-Bike,8.06,13.1,25,Foggy,High,No,No,Medium
1571,06-03-2024 10:00,IT Hub,E-Scooter,2.89,28.2,9.9,Clear,Low,Yes,No,Medium
1572,06-03-2024 11:00,Commercial,E-Bike,8.81,56.9,23.4,Rainy,Medium,No,Yes,High
1573,06-03-2024 12:00,IT Hub,E-Scooter,0.75,37,26.3,Foggy,Medium,Yes,No,Low
1574,06-03-2024 13:00,IT Hub,Bicycle,3.78,46.3,24.4,Foggy,Low,No,No,Low
1575,06-03-2024 14:00,Commercial,E-Scooter,8.79,50.1,11,Foggy,Low,Yes,No,Medium
1576,06-03-2024 15:00,University Zone,E-Scooter,3.91,57.8,26.5,Hot,Low,Yes,No,Medium
1577,06-03-2024 16:00,University Zone,E-Bike,6.78,55.5,9.6,Hot,High,Yes,No,Low
1578,06-03-2024 17:00,Commercial,E-Bike,6.5,49.2,15.6,Rainy,Low,Yes,No,Low
1579,06-03-2024 18:00,Tourist Area,Bicycle,1.19,55.3,20.6,Rainy,Low,Yes,No,Low
1580,06-03-2024 19:00,IT Hub,Bicycle,8.31,38.2,22.3,Foggy,High,No,No,High
1581,06-03-2024 20:00,IT Hub,E-Bike,6.23,18.4,16,Foggy,Medium,No,No,Medium
1582,06-03-2024 21:00,University Zone,E-Scooter,1.59,54.4,12.2,Clear,Medium,No,No,Medium
1583,06-03-2024 22:00,Tourist Area,E-Scooter,4.53,55.6,8.4,Hot,Medium,No,No,Medium
1584,06-03-2024 23:00,Tourist Area,E-Scooter,2.03,33.7,9.1,Hot,Medium,Yes,Yes,Low
1585,07-03-2024 00:00,University Zone,E-Bike,5.09,19.6,28.5,Rainy,Low,Yes,No,High
1586,07-03-2024 01:00,University Zone,E-Scooter,1.29,46.1,14.2,Foggy,High,Yes,No,Low
